h_type,date,adress,loc,num_floor,unit_per_floor,price,age,statuse,view,doc_status,north,south,west,east,floor,area,num_sleep,telephone,kitchen,service,floor_covering,open,parking,warehouse,balcony,equipment,Document_type,Propertyـstatus
آپارتمان,1404/01/31,جشنواره خ احسان,4,4,1,"4,750,000,000 تومان",21,اجاره,سنگ,شخصي,0,1,0,0,4,76,2,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/31,بنی هاشم خ مرادی,4,4,1,"8,250,000,000 تومان",10,تخلیه,سنگ,شخصي,1,0,0,0,2,75,2,1,MDF,ايراني فرنگي,پارکت,1,1,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/01/28,تهرانپارس خ بهار خ 121,4,4,2,"5,456,000,000 تومان",25,اجاره,سنگ,شخصي,1,0,0,0,3,62,1,1,MDF,ايرانی,پارکت,1,0,1,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/31,خواجه عبدالله خ غفاری,4,5,4,"6,142,000,000 تومان",30,تخلیه,سنگ,شخصي,1,0,0,0,3,74,2,1,MDF,فرنگی,سراميک,0,0,0,0,شوفاژ_کولر_حیاط_زیر زمین_مستخدم_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,شمس آباد بلواربیژن,4,5,2,"27,225,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,5,165,3,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,جشنواره بعد از چهارراه سیدالشهدا,4,4,1,"6,800,000,000 تومان",18,مسکونی,گرانيت,شخصي,1,0,0,0,3,85,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/01/31,تهران پارس فلكه 3 خ 196 شرقی,4,4,4,"7,300,000,000 تومان",30,اجاره,سنگ,شخصي,1,0,0,0,4,96,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/30,تهرانپارس خ رشید,4,5,2,"18,415,000,000 تومان",نوساز,مسکونی,سنگ,شخصي,1,0,0,0,3,127,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_فن کوئر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,فرجام شرقی خ 42,4,5,1,"14,630,000,000 تومان",نوساز,مسکونی,سنگ,شخصي,0,1,0,0,3,133,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,حكیمیه فاز یك,4,4,4,"5,025,000,000 تومان",23,مسکونی,آجر,شخصي,0,1,0,0,2,67,1,1,فلزي,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,تهرانپارس عادل,4,4,4,"7,000,000,000 تومان",20,تخلیه,سنگ,شخصي,0,0,0,1,4,73,2,1,MDF,ايراني فرنگي,لامنيت,1,1,1,0,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,شمس آباد میدان ملت,4,6,4,"10,200,000,000 تومان",4,تخلیه,سنگ,شخصي,1,1,0,0,5,88,1,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,حكیمیه خ اركیده,4,6,2,"15,240,000,000 تومان",5,مسکونی,سنگ,شخصي,1,0,0,0,3,127,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,هروی حسین آباد خ مژده,4,4,3,"8,200,000,000 تومان",28,تخلیه,سنگ,شخصي,1,0,0,0,3,68,1,1,MDF,فرنگی,سنگ,1,1,1,0,شوفاژ_کولر,شخصي,تخلیه
آپارتمان,1404/01/30,اتوبان بابایی شهرك بهشتی,4,8,5,"7,000,000,000 تومان",12,مسکونی,سيمان,تعاوني,1,0,0,0,4,87,2,1,MDF,ايرانی,پارکت,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,تعاوني,مسکونی
آپارتمان,1404/02/01,بنی هاشم ك تنگستانی,4,4,1,"11,500,000,000 تومان",1,تخلیه,سنگ,شخصي,1,1,0,0,3,83,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهرانپارس فلكه دوم خ 160 غربی,4,4,2,"6,300,000,000 تومان",16,اجاره,سنگ,شخصي,0,1,0,0,2,75,2,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,شوفاژ_کولر,شخصي,اجاره
آپارتمان,1404/02/07,تهران پارس خ 184 غربی,4,5,3,"10,355,000,000 تومان",22,مسکونی,سنگ,شخصي,1,0,0,0,5,109,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,اتوبان بابایی شهرك بهشتی,4,24,8,"9,500,000,000 تومان",1,مسکونی,سنگ,تعاوني,0,1,0,0,10,103,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,تعاوني,مسکونی
آپارتمان,1404/02/08,هنگام شمیران نو خ غفاری,4,5,1,"2,200,000,000 تومان",8,تخلیه,سنگ,قولنامه اي,0,1,0,0,2,65,1,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/07,فرجام خ مظاهری,4,4,4,"6,000,000,000 تومان",23,اجاره,آجر سه سانت,شخصي,1,0,0,1,2,54,2,1,فلزي,ايرانی,سراميک,1,1,0,0,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/02,لویزان شیان 3,4,4,4,"17,800,000,000 تومان",22,اجاره,سنگ,شخصي,0,0,1,1,1,125,2,1,MDF,فرنگی,سنگ,1,1,1,0,شوفاژ_کولر_آسانسور,شخصي,اجاره
آپارتمان,1404/02/10,فرجام میدان 100,4,5,2,"16,320,000,000 تومان",15,مسکونی,سنگ,شخصي,1,0,0,0,5,136,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/11,سراج نرسیده به ك عنبرستانی,4,4,2,"4,250,000,000 تومان",16,مسکونی,سنگ,شخصي,0,1,0,0,1,41,1,1,نا مشخص,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,مجیدیه شمالی خ امیرنیا,4,4,2,"8,500,000,000 تومان",10,تخلیه,سنگ,شخصي,1,0,0,0,4,57,1,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/06,تهرانپارس خ رشید,4,3,4,"15,345,000,000 تومان",546,17,30,مسکونی,1,1,0,0,همكف,88,2,2,MDF,ايراني فرنگي,سنگ,1,1,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,جشنواره خ محمدی شمالی,4,5,3,"9,000,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,1,100,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,جشنواره خ زارع,4,4,2,"4,000,000,000 تومان",18,مسکونی,سنگ,شخصي,0,1,0,0,3,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,شمس آباد خ ریحانی جنوبی,4,5,2,"14,500,000,000 تومان",20,مسکونی,سنگ,شخصي,1,1,0,0,1,121,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,اتوبان بابایی شهرك شهید بهشتی,4,19,20,"10,670,000,000 تومان",3,اجاره,ترکیبی,تعاوني,1,0,0,0,13,97,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,آسانسور_چیلر,تعاوني,اجاره
آپارتمان,1404/02/07,هنگام شمیران نو ك یكم,4,3,1,"1,650,000,000 تومان",30,اجاره,ترکیبی,قولنامه اي,0,1,0,0,1,55,1,0,MDF,ايرانی,سنگ,1,0,1,0,کولر_گاز,قولنامه اي,اجاره
آپارتمان,1404/02/03,فرجام خ منظری داشكنی,4,2,1,"15,000,000,000 تومان",30,اجاره,سنگ,شخصي,0,1,0,0,1,75,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/01/31,جشنواره خ زهدی,4,4,6,"3,600,000,000 تومان",24,تخلیه,سنگ,شخصي,0,1,0,0,1,60,2,1,MDF,ايرانی,سراميک,1,1,0,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,هروی حسین آباد,4,5,4,"16,500,000,000 تومان",3,تخلیه,سنگ,شخصي,0,1,0,0,2,97,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس میدان شاهد,4,4,2,"6,200,000,000 تومان",20,مسکونی,سنگ,شخصي,0,1,0,0,3,67,2,1,MDF,ايراني فرنگي,پارکت,1,1,1,1,شوفاژ_کولر,شخصي,مسکونی
آپارتمان,1404/01/31,حكیمیه بلوار شهیدان,4,4,2,"9,000,000,000 تومان",19,اجاره,ترکیبی,تعاوني,1,0,0,0,4,125,3,1,فلزي,ايرانی,موکت,1,1,1,1,کولر_پکیج_گاز,تعاوني,اجاره
آپارتمان,1404/02/07,تهرانپارس بلوار پروین ك آذری,4,4,2,"4,000,000,000 تومان",26,مسکونی,آجر سه سانت,شخصي,1,0,0,0,2,58,2,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,شهیدعراقی ك حق گو,4,4,1,"13,860,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,3,63,1,1,هایگلاس,ايراني فرنگي,سراميک,1,1,0,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/07,تهرانپارس خ 218 غربی,4,5,3,"13,000,000,000 تومان",18,اجاره,سنگ,شخصي,1,0,0,0,4,129,3,1,هایگلاس,ايراني فرنگي,سنگ,1,1,1,0,کولر_آسانسور_پکیج,شخصي,اجاره
آپارتمان,1404/02/01,هروی حسین آّباد,4,11,12,"16,000,000,000 تومان",3,مسکونی,سنگ,شخصي,1,0,0,0,10,102,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/06,تهرانپارس بلوار پروین ك جعفری,4,4,2,"5,100,000,000 تومان",15,تخلیه,سنگ,شخصي,1,0,0,0,4,60,1,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس فلكه دوم,4,3,2,"4,800,000,000 تومان",19,تخلیه,سنگ,شخصي,1,0,0,0,2,47,1,1,MDF,فرنگی,سنگ,1,0,1,0,شوفاژ_کولر,شخصي,تخلیه
آپارتمان,1404/02/03,بنی هاشم خ مرادی,4,5,3,"6,500,000,000 تومان",18,اجاره,سنگ,شخصي,0,0,1,1,همكف,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/02/02,سراج خ سروش,4,5,2,"8,300,000,000 تومان",10,تخلیه,سنگ,شخصي,1,0,0,0,1,83,2,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/10,فرجام شرقی خ ملك لو,4,4,4,"3,550,000,000 تومان",18,اجاره,سنگ,شخصي,1,0,0,0,1,47,1,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/31,تهرانپارس فلكه سوم خ 196 غربی خ شهید آهنی آمینه,4,4,1,"5,500,000,000 تومان",22,مسکونی,سنگ,شخصي,1,0,0,0,4,78,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,بزرگراه بابایی شهرك شهید بهشتی,4,4,6,"8,300,000,000 تومان",16,تخلیه,سيمان,تعاوني,1,0,0,0,2,75,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_آسانسور,تعاوني,تخلیه
آپارتمان,1404/02/02,جشنواره خ اسفندانی,4,4,2,"4,500,000,000 تومان",18,مسکونی,سنگ,شخصي,0,1,0,0,4,69,2,1,MDF,ايرانی,سراميک,1,1,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,تهرانپارس خ 176,4,3,2,"4,400,000,000 تومان",21,مسکونی,سنگ,مسکوني,1,0,0,0,3,55,2,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,مسکوني,مسکونی
آپارتمان,1404/01/30,تهرانپارس خ بهار,4,5,3,"11,500,000,000 تومان",10,مسکونی,سنگ,شخصي,1,0,0,0,4,96,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/01/31,فرجام خ احدزاده,4,6,4,"10,500,000,000 تومان",6,اجاره,سنگ,شخصي,1,0,0,0,6,105,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,اجاره
آپارتمان,1404/01/31,هنگام شمیران نو,4,4,1,"4,000,000,000 تومان",23,مسکونی,سنگ,شخصي,0,1,0,0,1,75,2,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,مجیدیه شمالی استاد حسن بنای شمالی,4,5,4,"14,000,000,000 تومان",13,مسکونی,سنگ,شخصي,1,0,0,0,2,101,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,0,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,هروی حسین آباد,4,5,2,"20,000,000,000 تومان",20,تخلیه,سنگ,شخصي,1,1,0,0,همكف,200,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,سراج نرسیده به ك قیوم آبادی,4,3,2,"4,100,000,000 تومان",27,تخلیه,سنگ,شخصي,1,0,0,0,3,65,2,1,فلزي,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/01,شمس اباد خ منصوری,4,3,---,"4,900,000,000 تومان",30,مسکونی,سنگ,شخصي,0,1,0,0,3,47,1,1,MDF,فرنگی,سراميک,1,0,0,0,کولر_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,شمس آباد خ منصوری,4,4,1,"6,000,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,1,46,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,هروی خ گلزار,4,6,2,"75,000,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,2,300,4,0,ندارد,ايراني فرنگي,سنگ,1,1,1,0,کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهرانپارس بلوار پروین خ 212,4,5,3,"13,000,000,000 تومان",16,تخلیه,سنگ,شخصي,1,0,0,0,3,115,3,1,هایگلاس,ايراني فرنگي,پارکت,1,1,1,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/01/28,هنگام شمیران نو,4,4,1,"2,500,000,000 تومان",24,مسکونی,سنگ,قولنامه اي,0,1,0,0,همكف,55,1,1,MDF,ايرانی,سراميک,1,0,0,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/01/28,جشنواره خ هلیسایی,4,5,3,"12,650,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,مختلف,115,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,هنگام شمیران نو خ دوم,4,3,1,"1,950,000,000 تومان",12,اجاره,سيمان,مسکوني,0,1,0,0,2,60,1,1,فلزي,ايرانی,سراميک,1,0,1,1,کولر_گاز,مسکوني,اجاره
آپارتمان,1404/02/07,تهرانپارس فلكه اول,4,4,2,"6,300,000,000 تومان",22,تخلیه,سنگ,شخصي,1,0,0,0,4,70,2,1,MDF,ايرانی,سنگ,1,0,1,1,شوفاژ_کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,جشنواره خ محمدی,4,4,2,"4,850,000,000 تومان",26,اجاره,آجر سه سانت,شخصي,1,0,0,0,4,57,1,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/02/07,تهرانپارس ك 206 غربی,4,5,3,"5,000,000,000 تومان",22,مسکونی,سنگ,شخصي,1,0,0,0,3,57,1,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/02,جشنواره خ مهران سجده ای شمالی,4,4,1,"8,200,000,000 تومان",24,مسکونی,سنگ,شخصي,0,1,0,0,4,110,2,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر,شخصي,مسکونی
آپارتمان,1404/02/01,تهرانپارس خ 190 غربی,4,5,4,"13,000,000,000 تومان",18,مسکونی,سنگ,شخصي,1,0,0,0,1,130,2,1,هایگلاس,فرنگی,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_استخر_سونا_جکوزی_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,جشنواره شهرك فیلیپس,4,4,2,"3,950,000,000 تومان",18,تخلیه,سنگ,شخصي,0,1,0,0,1,43,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,حكیمیه شهرك والفجر,4,6,2,"12,500,000,000 تومان",1,مسکونی,سنگ,شخصي,1,0,0,0,5,126,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,هروی خ افتخاریان,4,5,2,"14,000,000,000 تومان",14,مسکونی,سنگ,شخصي,1,0,0,0,2,90,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/07,شمس آباد خ شهید كرد,4,6,4,"9,360,000,000 تومان",6,مسکونی,سنگ,شخصي,1,0,0,0,3,80,2,1,نا مشخص,ايراني فرنگي,سراميک,0,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,خواجه عبدالله نرسیده به ك دهم,4,5,2,"17,920,000,000 تومان",17,تخلیه,گرانيت,شخصي,1,0,0,0,4,128,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/11,فرجام غربی خ حیدرخانی,4,6,3,"11,900,000,000 تومان",4,تخلیه,سنگ,شخصي,1,0,0,0,3,85,1,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس میدان شاهد,4,4,1,"6,500,000,000 تومان",25,مسکونی,سنگ,شخصي,0,1,0,0,3,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,تهرانپارس خ وفادار شرقی خ 137,4,4,1,"8,000,000,000 تومان",5,مسکونی,سنگ,شخصي,1,0,0,0,4,92,2,2,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/01/28,جشنواره خ درختی,4,4,2,"8,000,000,000 تومان",20,اجاره,سنگ,شخصي,0,1,0,0,3,100,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/02,بنی هاشم خ قدیری,4,4,1,"7,050,000,000 تومان",16,مسکونی,سنگ,شخصي,0,1,0,0,3,72,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,فرجام خ حیدرخانی,4,4,2,"5,800,000,000 تومان",24,مسکونی,سنگ,شخصي,0,1,0,0,4,67,2,1,MDF,ايراني فرنگي,سراميک,0,1,0,0,کولر_گاز,شخصي,مسکونی
